distance_km,weather,day_of_week,time_of_day,train_type,delay_min,congestion,train_no
14.0,Foggy,Monday,Morning,Express,61.7,High,96221
14.0,Rainy,Sunday,Late Night,Express,146.0,High,96221
14.0,Rainy,Thursday,Afternoon,Express,135.1,High,96221
14.0,Clear,Tuesday,Afternoon,Express,0.2,Low,96222
14.0,Clear,Thursday,Morning,Express,65.8,High,96222
14.0,Foggy,Sunday,Late Night,Express,52.6,High,96222
14.0,Foggy,Thursday,Evening,Express,62.3,High,96223
14.0,Rainy,Saturday,Late Night,Express,0.0,Low,96223
14.0,Foggy,Thursday,Evening,Express,112.4,High,96223
14.0,Clear,Wednesday,Morning,Express,90.1,High,96224
14.0,Rainy,Monday,Afternoon,Express,2.5,Low,96224
14.0,Foggy,Monday,Morning,Express,260.9,High,96224
14.0,Foggy,Thursday,Night,Express,152.9,High,96225
14.0,Foggy,Thursday,Afternoon,Express,100.9,High,96225
14.0,Clear,Tuesday,Night,Express,0.0,Low,96225
14.0,Foggy,Monday,Evening,Express,108.6,High,96226
14.0,Clear,Friday,Late Night,Express,42.4,High,96226
14.0,Clear,Friday,Evening,Express,87.2,High,96226
14.0,Rainy,Saturday,Night,Express,175.2,High,96227
14.0,Rainy,Friday,Morning,Express,66.6,High,96227
14.0,Clear,Saturday,Late Night,Express,115.4,High,96227
14.0,Clear,Monday,Night,Express,51.1,High,96228
14.0,Foggy,Sunday,Evening,Express,54.2,High,96228
14.0,Foggy,Sunday,Morning,Express,329.2,High,96228
14.0,Clear,Friday,Morning,Express,116.1,High,96232
14.0,Rainy,Tuesday,Late Night,Express,16.6,Medium,96232
14.0,Foggy,Friday,Late Night,Express,56.3,High,96232
14.0,Clear,Thursday,Night,Express,60.2,High,96234
14.0,Foggy,Wednesday,Afternoon,Express,46.7,High,96234
14.0,Clear,Wednesday,Late Night,Express,28.4,Medium,96234
67.0,Rainy,Wednesday,Afternoon,Express,3.3,Low,96236
67.0,Rainy,Friday,Morning,Express,0.0,Low,96236
67.0,Foggy,Thursday,Late Night,Express,50.0,High,96236
6.0,Foggy,Sunday,Late Night,Express,54.7,High,96301
6.0,Clear,Wednesday,Evening,Express,67.5,High,96301
6.0,Rainy,Sunday,Afternoon,Express,20.1,Medium,96301
6.0,Rainy,Wednesday,Evening,Express,0.0,Low,96302
6.0,Rainy,Wednesday,Morning,Express,0.0,Low,96302
6.0,Foggy,Tuesday,Night,Express,111.5,High,96302
6.0,Rainy,Saturday,Evening,Express,19.7,Medium,96303
6.0,Foggy,Friday,Night,Express,32.5,Medium,96303
6.0,Clear,Saturday,Morning,Express,41.1,High,96303
6.0,Foggy,Friday,Late Night,Express,14.9,Low,96304
6.0,Clear,Monday,Night,Express,7.2,Low,96304
6.0,Clear,Tuesday,Afternoon,Express,0.2,Low,96304
6.0,Rainy,Friday,Night,Express,149.5,High,96305
6.0,Clear,Saturday,Afternoon,Express,87.3,High,96305
6.0,Clear,Wednesday,Evening,Express,102.2,High,96305
6.0,Rainy,Sunday,Afternoon,Express,156.7,High,96306
6.0,Clear,Tuesday,Night,Express,0.0,Low,96306
6.0,Foggy,Thursday,Late Night,Express,60.2,High,96306
6.0,Rainy,Wednesday,Morning,Express,21.1,Medium,96307
6.0,Foggy,Wednesday,Morning,Express,166.2,High,96307
6.0,Foggy,Friday,Evening,Express,13.4,Low,96307
6.0,Foggy,Monday,Night,Express,0.0,Low,96308
6.0,Clear,Wednesday,Night,Express,0.0,Low,96308
6.0,Clear,Tuesday,Afternoon,Express,23.0,Medium,96308
6.0,Rainy,Sunday,Late Night,Express,84.5,High,96309
6.0,Clear,Tuesday,Night,Express,40.8,High,96309
6.0,Clear,Thursday,Late Night,Express,0.0,Low,96309
6.0,Rainy,Sunday,Evening,Express,244.9,High,96310
6.0,Rainy,Saturday,Evening,Express,143.9,High,96310
6.0,Foggy,Monday,Evening,Express,140.0,High,96310
6.0,Clear,Tuesday,Evening,Express,104.0,High,96311
6.0,Clear,Sunday,Morning,Express,0.0,Low,96311
6.0,Foggy,Friday,Late Night,Express,0.0,Low,96311
6.0,Rainy,Saturday,Late Night,Express,93.5,High,96312
6.0,Foggy,Wednesday,Late Night,Express,2.9,Low,96312
6.0,Rainy,Saturday,Night,Express,42.5,High,96312
6.0,Clear,Saturday,Morning,Express,58.2,High,96313
6.0,Foggy,Saturday,Night,Express,0.0,Low,96313
6.0,Rainy,Saturday,Night,Express,36.4,Medium,96313
6.0,Rainy,Tuesday,Late Night,Express,70.4,High,96314
6.0,Foggy,Saturday,Late Night,Express,100.9,High,96314
6.0,Clear,Friday,Night,Express,93.3,High,96314
6.0,Foggy,Thursday,Afternoon,Express,133.1,High,96315
6.0,Foggy,Sunday,Morning,Express,128.3,High,96315
6.0,Foggy,Friday,Night,Express,90.3,High,96315
6.0,Foggy,Monday,Late Night,Express,55.8,High,96316
6.0,Foggy,Thursday,Late Night,Express,12.3,Low,96316
6.0,Foggy,Friday,Late Night,Express,0.0,Low,96316
6.0,Foggy,Sunday,Afternoon,Express,14.3,Low,96317
6.0,Clear,Saturday,Night,Express,27.8,Medium,96317
6.0,Foggy,Friday,Late Night,Express,12.8,Low,96317
6.0,Clear,Friday,Afternoon,Express,67.2,High,96318
6.0,Clear,Monday,Morning,Express,61.8,High,96318
6.0,Clear,Tuesday,Night,Express,42.8,High,96318
6.0,Rainy,Friday,Morning,Express,116.4,High,96319
6.0,Foggy,Monday,Afternoon,Express,146.2,High,96319
6.0,Foggy,Sunday,Evening,Express,80.1,High,96319
6.0,Foggy,Saturday,Afternoon,Express,169.3,High,96320
6.0,Foggy,Wednesday,Night,Express,80.4,High,96320
6.0,Rainy,Wednesday,Night,Express,101.3,High,96320
6.0,Rainy,Thursday,Evening,Express,184.6,High,96321
6.0,Foggy,Saturday,Afternoon,Express,130.5,High,96321
6.0,Foggy,Tuesday,Afternoon,Express,62.8,High,96321
6.0,Foggy,Monday,Evening,Express,82.4,High,96322
6.0,Rainy,Saturday,Evening,Express,38.2,Medium,96322
6.0,Rainy,Saturday,Night,Express,26.3,Medium,96322
6.0,Foggy,Sunday,Late Night,Express,95.8,High,96323
6.0,Foggy,Friday,Evening,Express,0.0,Low,96323
6.0,Foggy,Sunday,Morning,Express,249.3,High,96323
6.0,Rainy,Wednesday,Late Night,Express,28.4,Medium,96324
6.0,Rainy,Wednesday,Night,Express,188.9,High,96324
6.0,Clear,Monday,Morning,Express,10.4,Low,96324
6.0,Clear,Friday,Late Night,Express,41.1,High,96325
6.0,Foggy,Tuesday,Afternoon,Express,33.6,Medium,96325
6.0,Rainy,Saturday,Afternoon,Express,6.4,Low,96325
6.0,Rainy,Wednesday,Morning,Express,141.6,High,96326
6.0,Clear,Tuesday,Evening,Express,0.0,Low,96326
6.0,Foggy,Saturday,Late Night,Express,12.5,Low,96326
6.0,Foggy,Sunday,Morning,Express,146.3,High,96327
6.0,Clear,Saturday,Afternoon,Express,91.0,High,96327
6.0,Rainy,Saturday,Afternoon,Express,0.0,Low,96327
6.0,Rainy,Tuesday,Late Night,Express,57.3,High,96328
6.0,Foggy,Sunday,Late Night,Express,54.1,High,96328
6.0,Rainy,Sunday,Morning,Express,0.0,Low,96328
6.0,Foggy,Thursday,Late Night,Express,4.3,Low,96329
6.0,Foggy,Wednesday,Night,Express,0.0,Low,96329
6.0,Rainy,Friday,Afternoon,Express,189.3,High,96329
6.0,Foggy,Tuesday,Evening,Express,145.6,High,96330
6.0,Foggy,Wednesday,Night,Express,0.0,Low,96330
6.0,Clear,Tuesday,Afternoon,Express,67.2,High,96330
6.0,Clear,Tuesday,Night,Express,10.9,Low,96331
6.0,Clear,Sunday,Evening,Express,103.4,High,96331
6.0,Foggy,Saturday,Late Night,Express,23.8,Medium,96331
6.0,Clear,Thursday,Evening,Express,27.1,Medium,96332
6.0,Clear,Tuesday,Afternoon,Express,23.5,Medium,96332
6.0,Clear,Thursday,Evening,Express,11.5,Low,96332
6.0,Foggy,Tuesday,Morning,Express,189.8,High,96333
6.0,Clear,Tuesday,Morning,Express,92.5,High,96333
6.0,Foggy,Thursday,Afternoon,Express,69.5,High,96333
6.0,Foggy,Monday,Morning,Express,174.4,High,96334
6.0,Rainy,Wednesday,Late Night,Express,0.0,Low,96334
6.0,Clear,Saturday,Late Night,Express,0.0,Low,96334
6.0,Rainy,Tuesday,Evening,Express,91.0,High,96335
6.0,Foggy,Friday,Afternoon,Express,134.4,High,96335
6.0,Rainy,Wednesday,Evening,Express,77.8,High,96335
59.0,Clear,Saturday,Night,Express,0.0,Low,96336
59.0,Foggy,Tuesday,Afternoon,Express,0.0,Low,96336
59.0,Clear,Saturday,Morning,Express,96.8,High,96336
6.0,Foggy,Tuesday,Late Night,Express,148.3,High,96337
6.0,Foggy,Sunday,Afternoon,Express,161.2,High,96337
6.0,Rainy,Saturday,Evening,Express,231.4,High,96337
6.0,Foggy,Monday,Late Night,Express,60.0,High,96339
6.0,Clear,Saturday,Morning,Express,88.2,High,96339
6.0,Rainy,Monday,Morning,Express,0.0,Low,96339
6.0,Foggy,Wednesday,Evening,Express,140.7,High,96341
6.0,Foggy,Monday,Night,Express,51.0,High,96341
6.0,Rainy,Friday,Morning,Express,148.8,High,96341
6.0,Clear,Wednesday,Night,Express,32.7,Medium,96343
6.0,Clear,Wednesday,Night,Express,41.7,High,96343
6.0,Clear,Sunday,Evening,Express,45.5,High,96343
6.0,Clear,Friday,Morning,Express,74.6,High,96345
6.0,Clear,Tuesday,Afternoon,Express,75.2,High,96345
6.0,Rainy,Tuesday,Morning,Express,0.0,Low,96345
67.0,Foggy,Saturday,Afternoon,Express,0.0,Low,96401
67.0,Foggy,Wednesday,Late Night,Express,60.2,High,96401
67.0,Clear,Monday,Morning,Express,136.9,High,96401
67.0,Clear,Tuesday,Afternoon,Express,106.2,High,96402
67.0,Clear,Saturday,Afternoon,Express,0.0,Low,96402
67.0,Clear,Friday,Afternoon,Express,25.4,Medium,96402
67.0,Foggy,Saturday,Afternoon,Express,0.0,Low,96403
67.0,Foggy,Sunday,Evening,Express,30.9,Medium,96403
67.0,Foggy,Wednesday,Morning,Express,171.8,High,96403
67.0,Clear,Tuesday,Night,Express,32.1,Medium,96404
67.0,Rainy,Tuesday,Morning,Express,37.7,Medium,96404
67.0,Clear,Saturday,Morning,Express,106.8,High,96404
67.0,Rainy,Monday,Late Night,Express,3.6,Low,96405
67.0,Rainy,Monday,Morning,Express,204.3,High,96405
67.0,Foggy,Friday,Morning,Express,98.6,High,96405
67.0,Foggy,Tuesday,Evening,Express,37.6,Medium,96406
67.0,Foggy,Monday,Afternoon,Express,106.4,High,96406
67.0,Clear,Friday,Evening,Express,117.0,High,96406
67.0,Rainy,Saturday,Late Night,Express,140.1,High,96407
67.0,Rainy,Sunday,Afternoon,Express,46.2,High,96407
67.0,Foggy,Monday,Late Night,Express,99.9,High,96407
67.0,Rainy,Saturday,Afternoon,Express,79.1,High,96409
67.0,Rainy,Saturday,Morning,Express,27.8,Medium,96409
67.0,Foggy,Saturday,Late Night,Express,6.4,Low,96409
21.0,Rainy,Friday,Morning,Express,0.0,Low,96501
21.0,Foggy,Friday,Night,Express,10.1,Low,96501
21.0,Foggy,Thursday,Morning,Express,184.1,High,96501
32.0,Rainy,Monday,Afternoon,Express,99.0,High,96502
32.0,Foggy,Friday,Morning,Express,0.0,Low,96502
32.0,Foggy,Monday,Morning,Express,0.0,Low,96502
32.0,Rainy,Sunday,Evening,Express,0.0,Low,96503
32.0,Clear,Sunday,Morning,Express,6.2,Low,96503
32.0,Rainy,Monday,Night,Express,32.2,Medium,96503
32.0,Clear,Monday,Evening,Express,109.9,High,96504
32.0,Clear,Saturday,Evening,Express,22.3,Medium,96504
32.0,Foggy,Tuesday,Late Night,Express,116.3,High,96504
32.0,Clear,Wednesday,Night,Express,0.0,Low,96505
32.0,Foggy,Thursday,Evening,Express,45.2,High,96505
32.0,Clear,Saturday,Morning,Express,122.8,High,96505
32.0,Clear,Friday,Late Night,Express,63.7,High,96506
32.0,Clear,Saturday,Afternoon,Express,30.7,Medium,96506
32.0,Rainy,Thursday,Afternoon,Express,117.5,High,96506
32.0,Rainy,Saturday,Afternoon,Express,134.4,High,96507
32.0,Foggy,Tuesday,Late Night,Express,8.8,Low,96507
32.0,Foggy,Tuesday,Night,Express,69.6,High,96507
32.0,Rainy,Monday,Afternoon,Express,98.8,High,96508
32.0,Foggy,Thursday,Evening,Express,22.7,Medium,96508
32.0,Rainy,Saturday,Night,Express,184.2,High,96508
32.0,Foggy,Friday,Night,Express,3.0,Low,96509
32.0,Foggy,Sunday,Morning,Express,103.4,High,96509
32.0,Rainy,Sunday,Night,Express,0.0,Low,96509
32.0,Clear,Thursday,Afternoon,Express,43.7,High,96510
32.0,Foggy,Sunday,Evening,Express,0.0,Low,96510
32.0,Rainy,Monday,Morning,Express,47.3,High,96510
32.0,Clear,Wednesday,Morning,Express,0.0,Low,96511
32.0,Foggy,Tuesday,Night,Express,98.0,High,96511
32.0,Rainy,Tuesday,Afternoon,Express,70.1,High,96511
32.0,Foggy,Wednesday,Afternoon,Express,127.6,High,96512
32.0,Foggy,Thursday,Late Night,Express,26.4,Medium,96512
32.0,Clear,Saturday,Night,Express,102.9,High,96512
32.0,Clear,Thursday,Morning,Express,53.1,High,96513
32.0,Foggy,Sunday,Night,Express,69.4,High,96513
32.0,Foggy,Thursday,Late Night,Express,149.7,High,96513
32.0,Foggy,Sunday,Night,Express,27.4,Medium,96514
32.0,Clear,Tuesday,Late Night,Express,59.8,High,96514
32.0,Clear,Sunday,Afternoon,Express,66.1,High,96514
32.0,Foggy,Friday,Afternoon,Express,25.6,Medium,96515
32.0,Foggy,Wednesday,Evening,Express,0.0,Low,96515
32.0,Clear,Monday,Evening,Express,0.0,Low,96515
32.0,Clear,Sunday,Night,Express,88.0,High,96516
32.0,Clear,Sunday,Night,Express,114.5,High,96516
32.0,Rainy,Saturday,Late Night,Express,53.9,High,96516
32.0,Rainy,Saturday,Evening,Express,97.4,High,96517
32.0,Clear,Wednesday,Morning,Express,87.2,High,96517
32.0,Rainy,Tuesday,Afternoon,Express,54.0,High,96517
32.0,Rainy,Wednesday,Late Night,Express,78.6,High,96518
32.0,Foggy,Friday,Morning,Express,128.2,High,96518
32.0,Clear,Monday,Night,Express,40.7,High,96518
32.0,Rainy,Sunday,Evening,Express,14.4,Low,96519
32.0,Foggy,Friday,Late Night,Express,0.0,Low,96519
32.0,Clear,Friday,Night,Express,0.0,Low,96519
32.0,Clear,Thursday,Evening,Express,113.1,High,96520
32.0,Clear,Saturday,Evening,Express,49.7,High,96520
32.0,Foggy,Wednesday,Night,Express,27.8,Medium,96520
32.0,Foggy,Saturday,Night,Express,0.0,Low,96521
32.0,Clear,Tuesday,Night,Express,8.6,Low,96521
32.0,Foggy,Tuesday,Morning,Express,8.7,Low,96521
32.0,Rainy,Friday,Late Night,Express,4.2,Low,96522
32.0,Clear,Sunday,Evening,Express,70.7,High,96522
32.0,Clear,Wednesday,Afternoon,Express,40.5,High,96522
32.0,Rainy,Tuesday,Afternoon,Express,0.0,Low,96524
32.0,Foggy,Sunday,Evening,Express,0.0,Low,96524
32.0,Clear,Friday,Morning,Express,0.0,Low,96524
10.0,Foggy,Thursday,Afternoon,Express,190.0,High,96601
10.0,Foggy,Friday,Night,Express,178.2,High,96601
10.0,Foggy,Tuesday,Afternoon,Express,1.5,Low,96601
10.0,Clear,Saturday,Morning,Express,0.0,Low,96602
10.0,Clear,Friday,Morning,Express,68.1,High,96602
10.0,Rainy,Monday,Afternoon,Express,57.1,High,96602
10.0,Foggy,Thursday,Evening,Express,101.2,High,96603
10.0,Rainy,Friday,Evening,Express,141.9,High,96603
10.0,Foggy,Tuesday,Morning,Express,110.9,High,96603
10.0,Rainy,Monday,Evening,Express,0.0,Low,96604
10.0,Rainy,Sunday,Late Night,Express,55.3,High,96604
10.0,Rainy,Wednesday,Night,Express,87.6,High,96604
10.0,Foggy,Sunday,Late Night,Express,8.2,Low,96605
10.0,Rainy,Friday,Morning,Express,111.8,High,96605
10.0,Rainy,Saturday,Evening,Express,30.5,Medium,96605
10.0,Clear,Sunday,Late Night,Express,97.0,High,96606
10.0,Rainy,Wednesday,Morning,Express,0.0,Low,96606
10.0,Rainy,Sunday,Evening,Express,164.6,High,96606
10.0,Foggy,Saturday,Late Night,Express,0.0,Low,96607
10.0,Clear,Friday,Morning,Express,181.3,High,96607
10.0,Rainy,Wednesday,Evening,Express,0.0,Low,96607
10.0,Rainy,Friday,Evening,Express,93.5,High,96608
10.0,Clear,Sunday,Afternoon,Express,0.0,Low,96608
10.0,Foggy,Monday,Afternoon,Express,0.0,Low,96608
10.0,Clear,Saturday,Night,Express,89.8,High,96609
10.0,Foggy,Friday,Evening,Express,191.0,High,96609
10.0,Rainy,Tuesday,Evening,Express,75.3,High,96609
10.0,Clear,Tuesday,Late Night,Express,45.5,High,96610
10.0,Clear,Saturday,Late Night,Express,75.6,High,96610
10.0,Foggy,Saturday,Evening,Express,20.6,Medium,96610
10.0,Foggy,Sunday,Night,Express,0.0,Low,96611
10.0,Rainy,Thursday,Afternoon,Express,53.3,High,96611
10.0,Foggy,Saturday,Night,Express,24.1,Medium,96611
10.0,Clear,Sunday,Morning,Express,79.2,High,96612
10.0,Rainy,Sunday,Late Night,Express,67.3,High,96612
10.0,Rainy,Monday,Evening,Express,14.4,Low,96612
10.0,Foggy,Thursday,Evening,Express,134.1,High,96613
10.0,Foggy,Saturday,Night,Express,123.9,High,96613
10.0,Rainy,Thursday,Morning,Express,128.6,High,96613
10.0,Clear,Friday,Late Night,Express,17.1,Medium,96614
10.0,Clear,Saturday,Late Night,Express,65.2,High,96614
10.0,Clear,Saturday,Morning,Express,102.1,High,96614
10.0,Rainy,Sunday,Late Night,Express,71.6,High,96615
10.0,Clear,Monday,Evening,Express,135.5,High,96615
10.0,Clear,Monday,Morning,Express,69.1,High,96615
10.0,Foggy,Saturday,Late Night,Express,16.9,Medium,96616
10.0,Rainy,Tuesday,Night,Express,0.0,Low,96616
10.0,Clear,Monday,Morning,Express,115.1,High,96616
10.0,Rainy,Wednesday,Night,Express,62.4,High,96617
10.0,Rainy,Tuesday,Night,Express,128.9,High,96617
10.0,Foggy,Sunday,Night,Express,0.0,Low,96617
10.0,Clear,Monday,Morning,Express,102.7,High,96618
10.0,Foggy,Sunday,Evening,Express,56.9,High,96618
10.0,Foggy,Tuesday,Afternoon,Express,33.5,Medium,96618
10.0,Rainy,Sunday,Late Night,Express,5.2,Low,96619
10.0,Clear,Wednesday,Morning,Express,92.7,High,96619
10.0,Rainy,Monday,Evening,Express,110.6,High,96619
10.0,Rainy,Sunday,Evening,Express,0.0,Low,96620
10.0,Rainy,Friday,Night,Express,68.5,High,96620
10.0,Rainy,Wednesday,Morning,Express,115.7,High,96620
10.0,Rainy,Tuesday,Night,Express,53.3,High,96621
10.0,Rainy,Tuesday,Late Night,Express,78.1,High,96621
10.0,Foggy,Tuesday,Late Night,Express,26.3,Medium,96621
10.0,Foggy,Thursday,Late Night,Express,0.0,Low,96622
10.0,Clear,Sunday,Evening,Express,61.5,High,96622
10.0,Rainy,Wednesday,Night,Express,53.5,High,96622
10.0,Foggy,Saturday,Morning,Express,138.9,High,96623
10.0,Rainy,Sunday,Morning,Express,174.0,High,96623
10.0,Rainy,Thursday,Evening,Express,0.0,Low,96623
10.0,Foggy,Sunday,Night,Express,44.2,High,96624
10.0,Rainy,Thursday,Night,Express,0.0,Low,96624
10.0,Rainy,Thursday,Morning,Express,0.0,Low,96624
10.0,Clear,Thursday,Afternoon,Express,35.5,Medium,96625
10.0,Rainy,Friday,Evening,Express,138.4,High,96625
10.0,Rainy,Thursday,Morning,Express,94.6,High,96625
10.0,Clear,Monday,Morning,Express,10.8,Low,96626
10.0,Rainy,Sunday,Late Night,Express,34.5,Medium,96626
10.0,Rainy,Friday,Night,Express,118.8,High,96626
10.0,Rainy,Tuesday,Late Night,Express,61.4,High,96627
10.0,Foggy,Wednesday,Afternoon,Express,20.7,Medium,96627
10.0,Foggy,Tuesday,Night,Express,14.9,Low,96627
10.0,Clear,Wednesday,Evening,Express,0.0,Low,96628
10.0,Clear,Friday,Night,Express,21.0,Medium,96628
10.0,Clear,Wednesday,Late Night,Express,0.0,Low,96628
10.0,Clear,Thursday,Evening,Express,156.1,High,96629
10.0,Clear,Tuesday,Late Night,Express,0.6,Low,96629
10.0,Rainy,Sunday,Late Night,Express,93.8,High,96629
10.0,Rainy,Thursday,Night,Express,150.1,High,96630
10.0,Foggy,Monday,Evening,Express,92.6,High,96630
10.0,Rainy,Tuesday,Afternoon,Express,43.6,High,96630
10.0,Foggy,Thursday,Afternoon,Express,0.0,Low,96631
10.0,Foggy,Monday,Morning,Express,34.1,Medium,96631
10.0,Clear,Friday,Night,Express,116.6,High,96631
10.0,Rainy,Thursday,Night,Express,68.3,High,96632
10.0,Foggy,Wednesday,Morning,Express,75.5,High,96632
10.0,Clear,Saturday,Evening,Express,147.7,High,96632
10.0,Rainy,Tuesday,Morning,Express,115.0,High,96633
10.0,Rainy,Sunday,Late Night,Express,34.4,Medium,96633
10.0,Foggy,Thursday,Morning,Express,100.4,High,96633
10.0,Foggy,Wednesday,Evening,Express,8.3,Low,96634
10.0,Foggy,Saturday,Late Night,Express,19.8,Medium,96634
10.0,Foggy,Saturday,Morning,Express,78.3,High,96634
10.0,Foggy,Monday,Night,Express,91.2,High,96635
10.0,Foggy,Thursday,Evening,Express,0.0,Low,96635
10.0,Rainy,Sunday,Late Night,Express,45.0,High,96635
10.0,Rainy,Monday,Night,Express,27.0,Medium,96636
10.0,Foggy,Sunday,Evening,Express,0.0,Low,96636
10.0,Rainy,Wednesday,Night,Express,24.8,Medium,96636
10.0,Rainy,Tuesday,Morning,Express,0.0,Low,96637
10.0,Rainy,Saturday,Afternoon,Express,9.3,Low,96637
10.0,Clear,Tuesday,Evening,Express,0.0,Low,96637
10.0,Foggy,Thursday,Night,Express,37.9,Medium,96638
10.0,Clear,Thursday,Afternoon,Express,0.0,Low,96638
10.0,Clear,Saturday,Late Night,Express,42.0,High,96638
10.0,Clear,Thursday,Morning,Express,102.6,High,96639
10.0,Clear,Thursday,Night,Express,30.2,Medium,96639
10.0,Foggy,Thursday,Evening,Express,116.6,High,96639
10.0,Rainy,Tuesday,Night,Express,18.3,Medium,96640
10.0,Foggy,Thursday,Morning,Express,0.0,Low,96640
10.0,Foggy,Thursday,Morning,Express,80.6,High,96640
10.0,Clear,Saturday,Night,Express,78.8,High,96641
10.0,Rainy,Sunday,Afternoon,Express,0.0,Low,96641
10.0,Foggy,Thursday,Afternoon,Express,29.0,Medium,96641
10.0,Rainy,Thursday,Night,Express,35.0,Medium,96642
10.0,Clear,Thursday,Evening,Express,197.7,High,96642
10.0,Foggy,Thursday,Night,Express,69.9,High,96642
10.0,Rainy,Saturday,Night,Express,0.0,Low,96643
10.0,Clear,Wednesday,Night,Express,0.0,Low,96643
10.0,Clear,Tuesday,Afternoon,Express,64.5,High,96643
10.0,Rainy,Saturday,Morning,Express,344.2,High,96644
10.0,Foggy,Sunday,Afternoon,Express,45.8,High,96644
10.0,Clear,Sunday,Evening,Express,30.9,Medium,96644
10.0,Foggy,Sunday,Evening,Express,120.9,High,96645
10.0,Rainy,Tuesday,Night,Express,3.9,Low,96645
10.0,Rainy,Friday,Evening,Express,0.0,Low,96645
10.0,Clear,Thursday,Night,Express,76.1,High,96646
10.0,Rainy,Saturday,Late Night,Express,14.4,Low,96646
10.0,Clear,Monday,Night,Express,76.6,High,96646
10.0,Rainy,Saturday,Late Night,Express,6.3,Low,96647
10.0,Clear,Friday,Morning,Express,67.7,High,96647
10.0,Foggy,Saturday,Evening,Express,186.9,High,96647
10.0,Rainy,Sunday,Late Night,Express,92.0,High,96648
10.0,Clear,Tuesday,Late Night,Express,31.2,Medium,96648
10.0,Clear,Saturday,Late Night,Express,41.7,High,96648
10.0,Clear,Monday,Night,Express,59.5,High,96649
10.0,Clear,Saturday,Afternoon,Express,75.4,High,96649
10.0,Clear,Thursday,Evening,Express,0.0,Low,96649
10.0,Rainy,Monday,Night,Express,0.0,Low,96650
10.0,Rainy,Sunday,Afternoon,Express,0.0,Low,96650
10.0,Clear,Friday,Morning,Express,111.5,High,96650
10.0,Rainy,Friday,Morning,Express,45.6,High,96651
10.0,Foggy,Friday,Afternoon,Express,141.7,High,96651
10.0,Foggy,Monday,Night,Express,81.4,High,96651
10.0,Rainy,Thursday,Late Night,Express,0.0,Low,96652
10.0,Foggy,Wednesday,Afternoon,Express,48.5,High,96652
10.0,Foggy,Friday,Late Night,Express,24.6,Medium,96652
10.0,Rainy,Saturday,Night,Express,18.8,Medium,96653
10.0,Foggy,Monday,Morning,Express,164.7,High,96653
10.0,Clear,Monday,Afternoon,Express,149.7,High,96653
10.0,Foggy,Thursday,Late Night,Express,98.6,High,96654
10.0,Rainy,Thursday,Late Night,Express,36.8,Medium,96654
10.0,Clear,Saturday,Late Night,Express,84.1,High,96654
10.0,Foggy,Wednesday,Morning,Express,216.4,High,96655
10.0,Clear,Sunday,Evening,Express,0.0,Low,96655
10.0,Rainy,Thursday,Morning,Express,169.0,High,96655
10.0,Clear,Thursday,Night,Express,65.5,High,96656
10.0,Foggy,Tuesday,Morning,Express,172.5,High,96656
10.0,Clear,Tuesday,Night,Express,61.1,High,96656
64.0,Rainy,Friday,Evening,Express,58.4,High,96657
64.0,Rainy,Friday,Afternoon,Express,218.5,High,96657
64.0,Rainy,Saturday,Morning,Express,127.8,High,96657
10.0,Clear,Sunday,Evening,Express,25.5,Medium,96658
10.0,Foggy,Friday,Morning,Express,150.1,High,96658
10.0,Foggy,Wednesday,Morning,Express,154.5,High,96658
10.0,Foggy,Wednesday,Night,Express,56.1,High,96660
10.0,Foggy,Friday,Late Night,Express,74.2,High,96660
10.0,Foggy,Wednesday,Night,Express,55.8,High,96660
53.0,Foggy,Sunday,Evening,Express,20.3,Medium,97000
53.0,Foggy,Tuesday,Morning,Express,4.5,Low,97000
53.0,Rainy,Tuesday,Late Night,Express,0.0,Low,97000
35.0,Foggy,Monday,Night,Express,154.3,High,97001
35.0,Clear,Friday,Late Night,Express,24.1,Medium,97001
35.0,Foggy,Thursday,Afternoon,Express,0.0,Low,97001
53.0,Foggy,Wednesday,Afternoon,Express,83.5,High,97002
53.0,Foggy,Sunday,Evening,Express,118.3,High,97002
53.0,Rainy,Wednesday,Evening,Express,0.0,Low,97002
35.0,Foggy,Monday,Late Night,Express,2.1,Low,97003
35.0,Rainy,Sunday,Night,Express,0.0,Low,97003
35.0,Clear,Monday,Morning,Express,7.7,Low,97003
53.0,Foggy,Wednesday,Late Night,Express,96.0,High,97004
53.0,Clear,Monday,Night,Express,29.5,Medium,97004
53.0,Rainy,Sunday,Evening,Express,37.1,Medium,97004
35.0,Foggy,Saturday,Night,Express,163.9,High,97005
35.0,Foggy,Sunday,Afternoon,Express,107.1,High,97005
35.0,Rainy,Saturday,Evening,Express,0.0,Low,97005
53.0,Foggy,Thursday,Night,Express,16.8,Medium,97006
53.0,Clear,Tuesday,Night,Express,44.2,High,97006
53.0,Clear,Monday,Evening,Express,0.0,Low,97006
35.0,Clear,Monday,Late Night,Express,91.0,High,97007
35.0,Rainy,Sunday,Afternoon,Express,67.5,High,97007
35.0,Rainy,Friday,Late Night,Express,6.3,Low,97007
53.0,Rainy,Monday,Afternoon,Express,0.0,Low,97008
53.0,Rainy,Tuesday,Afternoon,Express,103.6,High,97008
53.0,Clear,Sunday,Late Night,Express,7.8,Low,97008
35.0,Rainy,Friday,Night,Express,83.7,High,97009
35.0,Foggy,Thursday,Afternoon,Express,0.0,Low,97009
35.0,Foggy,Thursday,Evening,Express,81.2,High,97009
